 dataset_id,id,areas,bathymetry,class,Latitude,Longitude,family,infraphylum,order,parvphylum,phylum,scientificName,shoredistance,subphylum,originalScientificName,temperature,salinity,dissolved_oxygen,ph,chlorophyll,ocean_latitude,ocean_longitude,read_count,confidence_score,sequence_length,detection_category,abundance_prediction,data_source,processing_date
c24bf1c2-2c62-4056-a841-56d94e6e876a,24eb9563-af2a-43ac-85dc-e33039f36b04,"[248, 252, 31904]",28,Teleostei,-5.448888779,71.81194305,Scorpaenidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Sebastapistes cyanostigma,1460,Vertebrata,Sebastapistes cyanostigma,,33.937,6.635,7.842,,13.289,84.081,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,5a9d6373-79e3-40ac-a065-036e0578e162,"[248, 252, 31904]",15,Teleostei,-5.354444504,72.21583557,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Asterropteryx ensifera,727,Vertebrata,Asterropteryx ensiferus,25.024,,6.181,8.085,,13.434,63.691,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,eb0f5520-d2b3-44b7-a844-e97c1bf0c554,"[248, 252, 31904]",15,Teleostei,-5.355000019,72.21611023,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Eviota infulata,666,Vertebrata,Eviota infulata,,,6.988,8.025,0.79,13.64,65.645,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,6ac3a71b-e4ca-4860-bdb3-95cd59f09edc,"[248, 252, 31904]",2,Teleostei,-5.356666565,72.21694183,Bythitidae,Gnathostomata,Ophidiiformes,Osteichthyes,Chordata,Dinematichthys iluocoeteoides,495,Vertebrata,Dinematichthys iluocoeteoides,,,6.03,8.273,1.52,13.996,80.692,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,2e5d50ff-f20b-466a-aebf-cdd9845b8739,"[218, 219, 10161, 20914, 40030, 31904]",21,Teleostei,-27.44805527,32.71722031,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Fusigobius inframaculatus,1288,Vertebrata,Fusigobius inframaculatus,,,6.516,8.273,0.587,14.016,69.381,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,fe4470e9-4dab-4740-ae21-a4d6401ed730,"[248, 252, 31904]",16,Teleostei,-6.17527771,71.36611176,Acanthuridae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Acanthurus triostegus,2796,Vertebrata,Acanthurus triostegus,,35.775,6.328,8.113,,14.152,79.729,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,f16932dc-2667-427c-82b6-1921cd0a1ca3,"[248, 252, 31904]",22,Teleostei,-5.450833321,71.81583405,Epinephelidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Cephalopholis spiloparaea,1282,Vertebrata,Cephalopholis spiloparaea,,,5.877,8.255,1.085,14.155,70.78,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,75d79a45-c234-425c-a1d8-e58e2d624b88,"[248, 252, 31904]",4,Teleostei,-5.422500134,71.78111267,Ammodytidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Ammodytoides praematura,3155,Vertebrata,Ammodytoides praematura,30.68,,4.547,8.073,,14.212,71.795,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,5a55ef59-4797-4134-b3d7-b849aba1862d,"[248, 252, 31904]",20,Teleostei,-5.362500191,72.22861481,Scorpaenidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Scorpaenodes albaiensis,774,Vertebrata,Scorpaenodes albaiensis,,33.867,6.835,7.985,,14.388,71.907,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,f6e2bf9a-dcd7-4853-935f-564aaa032d97,"[248, 252, 31904]",12,Teleostei,-5.344722271,72.20833588,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Ostorhinchus angustatus,457,Vertebrata,Apogon angustatus,25.398,,6.369,8.298,,14.508,98.357,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,3e2ad179-f67e-4fbb-ab61-52aede122da1,"[218, 219, 10161, 20914, 40030, 31904]",52,Teleostei,-27.5027771,32.70194626,Monacanthidae,Gnathostomata,Tetraodontiformes,Osteichthyes,Chordata,Cantherhines pardalis,2241,Vertebrata,Cantherhines pardalis,,34.869,6.274,8.036,,14.661,79.227,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,754a5854-a28e-48de-a264-7fa814594c07,"[8, 9, 40043, 31904]",1284,Teleostei,-35.16666794,115.0,Kyphosidae,Gnathostomata,Centrarchiformes,Osteichthyes,Chordata,Girella zebra,87034,Vertebrata,Girella zebra,27.328,,6.253,8.139,,14.774,75.3,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,ea223825-9d96-4785-b7d5-0cf13081a634,"[248, 252, 31904]",12,Teleostei,-5.344170094,72.20916748,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimma dalerocheila,563,Vertebrata,Trimma dalerocheila,26.717,,5.89,8.292,,14.883,93.491,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,196d8ce9-1a12-441d-9dc9-a513514c8b16,"[218, 219, 10161, 20914, 40030, 31904]",15,Teleostei,-27.52194405,32.68972397,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Barbuligobius boehlkei,1501,Vertebrata,Barbuligobius boehlkei,,,6.753,7.894,1.832,14.948,76.065,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,807bf622-0f05-4820-8e07-d2d89f9d5af6,"[248, 252, 31904]",16,Teleostei,-6.179166794,71.35888672,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Gnatholepis anjerensis,2034,Vertebrata,Gnatholepis anjerensis,,,5.533,7.955,1.03,15.01,60.375,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,826ff5d1-ccc7-4c03-81f8-1d25a6558b7a,"[248, 252, 31904]",2,Teleostei,-5.44444418,71.8172226,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Fusigobius duospilus,2008,Vertebrata,Fusigobius duospilus,,,6.332,8.016,1.936,15.469,64.199,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,7f7afc6a-5b1c-4f5c-938c-e06ada9a6677,"[248, 252, 31904]",12,Teleostei,-5.344166756,72.20916748,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Oxycheilinus arenatus,563,Vertebrata,Oxycheilinus arenatus,,33.161,6.754,8.171,,15.698,63.615,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,f7c45f99-4806-4b0a-a9b9-1e386a28479d,"[248, 252, 31904]",4,Teleostei,-5.384166718,71.7583313,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Ecsenius midas,1154,Vertebrata,Ecsenius midas,,35.387,6.378,8.195,,15.934,71.026,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,896dfa90-7f06-4dac-a332-5ea1d1140e6e,"[218, 219, 10057, 10161, 20914, 40030, 31904]",54,Teleostei,-26.88332939,32.91667175,Cirrhitidae,Gnathostomata,Centrarchiformes,Osteichthyes,Chordata,Cirrhitichthys oxycephalus,3210,Vertebrata,Cirrhitichthys oxycephalus,,,6.565,7.912,1.63,16.092,92.084,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,6e087f1f-a491-476d-a7bf-5e8640ec77e0,"[248, 252, 31904]",14,Teleostei,-5.428055763,71.76166534,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Labroides dimidiatus,973,Vertebrata,Labroides dimidiatus,25.226,,5.602,7.816,,16.264,95.256,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,b7f07d24-3ab3-4158-adb1-11d808d8d3e3,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Amblygobius tekomaji,550,Vertebrata,Amblygobius tekomaji,30.282,,5.334,8.106,,16.558,65.197,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,fd482e30-d609-4437-aeb9-f5fdbc2ba3c4,"[248, 252, 31904]",15,Teleostei,-5.43194437,71.7555542,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Thalassoma trilobatum,542,Vertebrata,Thalassoma trilobatum,,,6.369,8.233,1.487,16.638,95.254,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,62699b36-0269-41e8-9e8b-776912fb2bb0,"[218, 219, 10057, 10161, 20914, 40030, 31904]",75,Teleostei,-27.79000092,32.6483345,Hemerocoetidae,Gnathostomata,Acropomatiformes,Osteichthyes,Chordata,Pteropsaron natalensis,3934,Vertebrata,Osopsaron natalensis,,,5.839,8.296,1.302,16.793,61.803,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,83be7a18-2bd8-45f0-9b9f-86e2c4c7dad5,"[248, 252, 31904]",6,Teleostei,-7.411110878,72.44166565,Pomacentridae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Abudefduf sordidus,662,Vertebrata,Abudefduf sordidus,,35.402,5.503,7.943,,16.811,71.99,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,e2188a91-c51e-44d0-81a4-0c6031abbe25,"[248, 252, 31904]",2,Teleostei,-5.44444418,71.8172226,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Chlorurus gibbus,2008,Vertebrata,Chlorurus gibbus,,34.33,6.564,8.013,,17.022,63.132,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,daddaf0b-f322-4716-9bf4-3994b15212a1,"[248, 252, 31904]",2,Teleostei,-5.44444418,71.8172226,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Scarus frenatus,2008,Vertebrata,Scarus frenatus,,,6.42,8.278,0.54,17.373,66.7,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,64b9d612-58f7-48c1-a037-6ecccdc87e30,"[248, 252, 31904]",22,Teleostei,-5.450833321,71.81583405,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Apogon erythrosoma,1282,Vertebrata,Apogon erythrosoma,,,5.622,7.865,1.228,17.686,90.825,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,a23f0988-d7da-447b-ac50-6cd7860db2b8,"[8, 9, 40045, 31904]",1,Teleostei,-20.41666603,116.9166641,Pomacentridae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Plectroglyphidodon obreptus,812,Vertebrata,Stegastes obreptus,,35.158,6.386,8.21,,17.782,79.632,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,81851b4d-d7f5-4f37-a5ae-22a0104f535c,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Chaetodon auriga,550,Vertebrata,Chaetodon auriga,,,5.949,8.042,0.987,17.941,64.263,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,277458aa-9aab-4796-9da7-3f0b4f51e449,"[248, 252, 31904]",51,Teleostei,-5.314722061,72.23166656,Holocentridae,Gnathostomata,Holocentriformes,Osteichthyes,Chordata,Myripristis violacea,155,Vertebrata,Myripristis violaceus,25.159,,6.639,8.162,,18.196,84.065,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,c78f4ce5-56a7-4773-b41b-8f4d4fb6d919,"[248, 252, 31904]",20,Teleostei,-5.445555687,71.79499817,Haemulidae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Plectorhinchus vittatus,1769,Vertebrata,Plectorhinchus vittatus,,,5.948,7.868,0.783,18.338,62.389,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,d232bbfa-4ae3-4e7a-84d4-9995ad5552f7,"[248, 252, 31904]",-1,Teleostei,-7.345833302,72.46138763,Epinephelidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Epinephelus miliaris,483,Vertebrata,Epinephelus miliaris,,35.135,6.101,7.903,,18.83,64.7,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,4338ba5c-295b-4dd2-be01-ec93a9f98e61,"[248, 252, 31904]",2,Teleostei,-6.139999866,71.56443787,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Paragobiodon modestus,4136,Vertebrata,Paragobiodon modestus,,35.394,6.842,8.127,,18.874,68.087,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,9b35e102-bced-41ad-88dc-b9f1193ab42a,"[248, 252, 31904]",4015,Teleostei,-5.406944275,70.76611328,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Priolepis cincta,105854,Vertebrata,Priolepis cinctus,,,6.394,7.829,1.656,19.011,82.071,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,446293ac-c523-4759-a2d5-3bf3b65461bd,"[8, 9, 40045, 31904]",407,Teleostei,-12.53333282,123.3333359,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Stethojulis bandanensis,23817,Vertebrata,Stethojulis bandanensis,,,5.719,7.92,0.621,19.703,87.741,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,833066ad-f7f6-4a9b-a081-e6f2cfec18c0,"[115, 10126, 31904]",190,Teleostei,-0.943333328,100.1366653,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimma sanguinellum,20443,Vertebrata,Trimma sanguinellus,29.295,,6.122,8.171,,19.962,95.929,0.0,0.3,0.0,No eDNA Data,Medium,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,ff49b179-7c8c-45d9-a1ac-5f6163834a42,"[248, 252, 31904]",12,Teleostei,-5.34388876,72.21055603,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Zapogon evermanni,710,Vertebrata,Apogon evermanni,,,6.633,7.875,1.57,20.841,78.058,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,0f8c7e3e-aac0-41f7-86c8-db941d0c6588,"[248, 252, 31904]",14,Teleostei,-5.428055763,71.76166534,Pomacentridae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Chromis atripectoralis,973,Vertebrata,Chromis atripectoralis,,34.014,5.901,8.046,,21.487,73.357,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,4cdf2364-0226-421e-83c9-15669d0fd6fd,"[248, 252, 31904]",-1,Teleostei,-5.442222118,71.76333618,Congridae,Gnathostomata,Anguilliformes,Osteichthyes,Chordata,Conger cinereus,739,Vertebrata,Conger cinereus,,,6.954,8.189,1.394,21.889,78.425,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,988046f9-c485-4dcb-9af6-aa5a093c03ba,"[248, 252, 31904]",23,Teleostei,-5.434166908,71.76444244,Epinephelidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Epinephelus fasciatus,1177,Vertebrata,Epinephelus fasciatus,,35.765,6.614,7.965,,22.007,72.428,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,87041ae6-c588-471f-8a87-98ff1acafe7a,"[248, 252, 31904]",23,Teleostei,-5.434166908,71.76444244,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Valenciennea sexguttata,1177,Vertebrata,Valenciennea sexguttata,27.791,,5.923,8.237,,22.348,80.468,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,d6f67d11-a80a-474a-95f2-55aaeb8b19cd,"[248, 252, 31904]",15,Teleostei,-5.354444504,72.21583557,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Cheilinus fasciatus,727,Vertebrata,Cheilinus fasciatus,,,5.797,8.165,1.842,22.479,65.229,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,4a88a380-2d1e-432b-8997-070f19612bb6,"[248, 252, 31904]",2236,Teleostei,-8.188611031,72.37999725,Syngnathidae,Gnathostomata,Syngnathiformes,Osteichthyes,Chordata,Choeroichthys sculptus,82972,Vertebrata,Choeroichthys sculptus,,34.361,6.363,8.133,,22.583,79.199,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,d38d503f-a25a-4caa-81f2-79d5a069a60f,"[248, 252, 31904]",4,Teleostei,-5.422500134,71.78111267,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Apogon campbelli,3155,Vertebrata,Apogon campbelli,,,6.419,8.201,0.822,22.603,81.21,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,5fb4ebfd-3e93-4439-9c93-36c631da15c4,"[218, 219, 10161, 20914, 40030, 31904]",52,Teleostei,-27.5027771,32.70194626,Ophidiidae,Gnathostomata,Ophidiiformes,Osteichthyes,Chordata,Brotula multibarbata,2241,Vertebrata,Brotula multibarbata,26.531,,5.596,8.142,,23.065,74.662,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,c79ba234-53e1-4cdc-8a5c-1205f703e0b0,"[248, 252, 31904]",10,Teleostei,-5.301111221,72.26222229,Pseudochromidae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Chlidichthys chagosensis,633,Vertebrata,Chlidichthys chagosensis,,33.462,6.797,8.267,,23.32,63.866,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,a55eed88-d420-4f4b-a7a0-3dac07bde961,"[248, 252, 31904]",4,Teleostei,-5.422500134,71.78111267,Bythitidae,Gnathostomata,Ophidiiformes,Osteichthyes,Chordata,Diancistrus alleni,3155,Vertebrata,Diancistrus alleni,,35.47,5.771,8.001,,23.561,80.902,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,0a0acae0-cb11-4ebf-a415-a5c7b3d98d88,"[248, 252, 31904]",4,Teleostei,-5.384166718,71.7583313,Pomacanthidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Pomacanthus imperator,1154,Vertebrata,Pomacanthus imperator,,,5.951,8.215,1.823,23.599,87.329,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,2780432f-89ab-48a7-9dcf-c8faae2ec0d4,"[248, 252, 31904]",12,Teleostei,-5.344170094,72.20916748,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Priolepis inhaca,563,Vertebrata,Priolepis inhaca,,,6.22,8.077,1.247,23.828,84.258,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,8094ece6-9b76-4c3e-acd8-c1ce4ffaf4dc,"[248, 252, 31904]",16,Teleostei,-6.179166794,71.35888672,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Stethojulis albovittata,2034,Vertebrata,Stethojulis albovittata,25.147,,6.659,8.017,,24.034,84.752,0.0,0.3,0.0,No eDNA Data,High,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,ff315939-9bf1-40d2-980e-de72a1560b9e,"[248, 252, 31904]",5,Teleostei,-5.314722061,72.24833679,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Cirripectes perustus,1223,Vertebrata,Cirripectes perustus,29.787,,5.893,8.252,,24.041,85.646,0.0,0.3,0.0,No eDNA Data,Medium,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,0d66665b-b14a-454e-9728-cb2413b3041e,"[248, 252, 31904]",8,Teleostei,-5.407222271,71.76611328,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Eviota zebrina,1350,Vertebrata,Eviota zebrina,,34.516,6.719,7.881,,24.094,90.566,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,6e25ef92-e041-405d-b328-76dcf26c5df5,"[248, 252, 31904]",12,Teleostei,-5.344722271,72.20999908,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Pseudocheilinus octotaenia,637,Vertebrata,Pseudocheilinus octotaenia,,,6.655,8.184,1.25,24.154,79.307,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,6c2c500d-d2dc-4123-a1da-a4e6d2b62673,"[248, 252, 31904]",15,Teleostei,-5.355000019,72.21611023,Muraenidae,Gnathostomata,Anguilliformes,Osteichthyes,Chordata,Uropterygius concolor,666,Vertebrata,Uropterygius concolor,29.726,,6.862,8.134,,24.513,69.472,0.0,0.3,0.0,No eDNA Data,Medium,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,7f67435d-e510-48bc-bb01-abaf78519594,"[1, 114, 10038, 31904]",5256,Teleostei,-6.0,81.0,Zenarchopteridae,Gnathostomata,Beloniformes,Osteichthyes,Chordata,Nomorhamphus ebrardtii,950378,Vertebrata,Dermogenys ebrardti,28.804,,5.516,7.9,,24.736,77.524,0.0,0.3,0.0,No eDNA Data,Medium,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,de3d1566-b340-4d5e-b7c6-f5de69ca59bc,"[248, 252, 31904]",14,Elasmobranchii,-5.432222366,71.76166534,Ginglymostomatidae,Gnathostomata,Orectolobiformes,Chondrichthyes,Chordata,Nebrius ferrugineus,971,Vertebrata,Nebrius ferrugineus,,,6.718,8.031,0.711,24.868,61.539,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,d4339463-db2d-48b0-a7a1-c49e85242194,"[248, 252, 31904]",22,Teleostei,-5.450555801,71.81194305,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Plagiotremus rhinorhynchos,1275,Vertebrata,Plagiotremus rhinorhynchos,,35.401,6.381,8.094,,25.103,83.1,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,dc199b4d-d7f7-4109-84b3-b240947c2f6a,"[218, 219, 10161, 20914, 40030, 31904]",36,Teleostei,-27.5316658,32.6930542,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Plagiotremus tapeinosoma,1584,Vertebrata,Plagiotremus tapeinosoma,,34.34,6.35,8.011,,25.116,97.742,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,7b3ce812-07af-41ba-bf26-da79e3e977c4,"[212, 31904]",4860,Teleostei,-5.150000095,51.5,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Bodianus mesothorax,180634,Vertebrata,Bodianus mesothorax,,,6.835,8.027,0.285,25.562,75.49,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,703c1134-989b-42f4-b13e-8f39fc672718,"[248, 252, 31904]",5,Teleostei,-5.314722061,72.24833679,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Chaetodon trifasciatus,1223,Vertebrata,Chaetodon trifasciatus,,,5.889,8.239,1.424,25.613,97.915,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,00c5d986-1103-478c-a0cb-cd44bb273dc3,"[248, 252, 31904]",4,Teleostei,-5.422500134,71.78111267,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Ecsenius nalolo,3155,Vertebrata,Ecsenius nalolo,,,6.814,7.84,1.244,25.827,61.56,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
c24bf1c2-2c62-4056-a841-56d94e6e876a,2a9f6490-7c95-4e6b-b71b-94898d79a2ae,"[218, 219, 10161, 20914, 40030, 31904]",22,Teleostei,-27.48472214,32.69916534,Holocentridae,Gnathostomata,Holocentriformes,Osteichthyes,Chordata,Myripristis kuntee,1364,Vertebrata,Myripristis kuntee,,33.757,6.322,8.015,,25.883,68.731,0.0,0.3,0.0,No eDNA Data,Low,Integrated Marine Data,2025-09-19
